N;NOM;XL93;YL93;FROM;TO;C10C40_LD;C10C40;OUT;ECH;EP;ALT;LITHO;GEOLE;CLC;Copernic;GEOBAP;COPER_H2;GEOBAP_H2;GEO_COPER_H2;dist_basias;dist_basol;dist_centre;dist_eau;dist_route
1214;GE08;571989.28;6278816.94;1.3;2.2;<;20;1;E2;0.9;140;6;3;3;7;8;4;4;41;200.6710205;316.9721375;2128.28418;876.5842896;50
1215;GE08;571989.28;6278816.94;2.2;3.2;<;20;1;E3;1;140;6;3;3;7;8;4;4;41;200.6710205;316.9721375;2128.28418;876.5842896;50
1216;GE09;571994.37;6278834.19;0.5;2.2;=;70;9;E2;1.7;140;6;3;3;7;8;4;4;41;206.1777344;331.0464172;2115.295166;863.1338501;53.85164642
1217;GE09;571994.37;6278834.19;2.2;3.2;=;25;1;E3;1;140;6;3;3;7;8;4;4;41;206.1777344;331.0464172;2115.295166;863.1338501;53.85164642
1218;GE09;571994.37;6278834.19;0;0.5;=;40;9;E1;0.5;140;6;3;3;7;8;4;4;41;206.1777344;331.0464172;2115.295166;863.1338501;53.85164642
1219;GE12;571996.95;6278861.2;0;0.5;<;20;9;E1;0.5;140;6;3;3;7;8;4;4;41;234.5516052;354.7068176;2104.423828;836.3013916;82.46211243
1220;GE12;571996.95;6278861.2;0.5;0.9;<;20;1;E1;0.4;140;6;3;3;7;8;4;4;41;234.5516052;354.7068176;2104.423828;836.3013916;82.46211243
1221;GE12;571996.95;6278861.2;0.9;3.2;<;20;1;E2;2.3;140;6;3;3;7;8;4;4;41;234.5516052;354.7068176;2104.423828;836.3013916;82.46211243
1222;GE13;572012.17;6278853.57;0;0.5;<;20;1;E1;0.5;140;6;3;3;7;8;4;4;41;219.5223389;359.2109985;2089.362305;836.3013916;70
1223;GE13;572012.17;6278853.57;0.9;3.2;<;20;1;E2;2.3;140;6;3;3;7;8;4;4;41;219.5223389;359.2109985;2089.362305;836.3013916;70
1224;GE13;572012.17;6278853.57;0.5;0.9;<;20;1;E1;0.4;140;6;3;3;7;8;4;4;41;219.5223389;359.2109985;2089.362305;836.3013916;70
1225;GR04;572028.48;6279074.41;0;0.5;=;25;9;E1;0.5;139;6;3;3;7;8;4;4;41;158.8703156;550.753418;2010.171997;635.059082;22.36067963
1226;GR04;572028.48;6279074.41;0.5;1.6;=;20;1;E1;1.1;139;6;3;3;7;8;4;4;41;158.8703156;550.753418;2010.171997;635.059082;22.36067963
1227;GR06;572029.08;6279058.26;0;0.5;=;25;1;E1;0.5;139;6;3;3;7;8;4;4;41;168.8531189;541.7756958;2012.879272;644.0496826;14.14213562
