N;NOM;XL93;YL93;FROM;TO;C10C40_LD;C10C40;OUT;ECH;EP;ALT;LITHO;GEOLE;CLC;Copernic;GEOBAP;COPER_H2;GEOBAP_H2;GEO_COPER_H2;dist_basias;dist_basol;dist_centre;dist_eau;dist_route
400;P349;571423.69;6279380.2;0.5;1.4;<;20;1;E1;0.9;139;6;3;3;7;8;4;4;41;141.4584656;782.378479;2546.768799;735.3910522;122.0655594
401;P348;571425.42;6279396.11;0;0.4;=;60;9;S2;0.4;139;6;3;3;7;8;4;4;41;132.2834015;784.0947266;2545.886963;728.0109863;114.01754
402;P348;571425.42;6279396.11;0.3;1.1;=;40;1;E1;0.8;139;6;3;3;7;8;4;4;41;132.2834015;784.0947266;2545.886963;728.0109863;114.01754
403;P352;571425.67;6279317.79;0;0.5;=;20;1;E1;0.5;139;6;3;3;7;8;4;4;41;198.1920624;774.7165527;2552.877197;777.8174438;172.0465088
404;P352;571425.67;6279317.79;0.5;1.4;<;20;1;E1;0.9;139;6;3;3;7;8;4;4;41;198.1920624;774.7165527;2552.877197;777.8174438;172.0465088
405;P346;571427.31;6279445.37;0;0.5;<;20;1;E1;0.5;139;6;3;3;7;8;4;4;41;89.11170959;794.5102539;2542.0625;688.8395996;72.11102295
406;P346;571427.31;6279445.37;0.5;1.1;=;20;1;E1;0.6;139;6;3;3;7;8;4;4;41;89.11170959;794.5102539;2542.0625;688.8395996;72.11102295
407;P347;571427.53;6279420.1;0;0.5;<;20;9;E1;0.5;139;6;3;3;7;8;4;4;41;105.6602859;789.980835;2543.475098;704.343689;89.44271851
408;P347;571427.53;6279420.1;0.5;1.5;<;20;1;E1;1;139;6;3;3;7;8;4;4;41;105.6602859;789.980835;2543.475098;704.343689;89.44271851
409;P345;571431.35;6279459.41;0;0.5;=;810;1;E1;0.5;139;6;3;3;7;8;4;4;41;74.28119659;799.5144043;2540.806885;673.5725708;56.56854248
410;P345;571431.35;6279459.41;0.5;1.4;<;20;1;E1;0.9;139;6;3;3;7;8;4;4;41;74.28119659;799.5144043;2540.806885;673.5725708;56.56854248
411;P345;571431.35;6279459.41;1.4;2.1;<;20;1;E2;0.7;139;6;3;3;7;8;4;4;41;74.28119659;799.5144043;2540.806885;673.5725708;56.56854248
412;P344;571433.19;6279479.35;0;0.5;<;20;1;E1;0.5;139;6;3;3;7;8;4;4;41;53.91193008;814.5747681;2529.720947;651.9202271;36.05551147
413;P344;571433.19;6279479.35;0.5;0.8;=;20;9;E1;0.3;139;6;3;3;7;8;4;4;41;53.91193008;814.5747681;2529.720947;651.9202271;36.05551147
414;P344;571433.19;6279479.35;0.8;1.4;<;20;1;E2;0.6;139;6;3;3;7;8;4;4;41;53.91193008;814.5747681;2529.720947;651.9202271;36.05551147
415;P331;571438.05;6279358.88;0;0.5;<;20;1;E1;0.5;139;6;3;3;7;8;4;4;41;156.9894714;789.2219849;2538.697998;742.4957886;134.1640778
416;P331;571438.05;6279358.88;0.5;1.3;<;20;1;E1;0.8;139;6;3;3;7;8;4;4;41;156.9894714;789.2219849;2538.697998;742.4957886;134.1640778
417;P324;571439.55;6279115.79;0;0.6;<;20;1;E1;0.6;140;6;3;3;7;8;4;4;41;277.0779114;639.3394775;2575.320801;929.5697632;10
418;P324;571439.55;6279115.79;0.6;2;<;20;1;E2;1.4;140;6;3;3;7;8;4;4;41;277.0779114;639.3394775;2575.320801;929.5697632;10
419;P330;571441.6;6279379.92;0;0.5;<;20;9;E1;0.5;139;6;3;3;7;8;4;4;41;135.0351715;802.1098022;2526.851074;721.2489014;111.8033981
420;P330;571441.6;6279379.92;0.5;0.9;<;20;9;E1;0.4;139;6;3;3;7;8;4;4;41;135.0351715;802.1098022;2526.851074;721.2489014;111.8033981
421;P329;571444.96;6279398.18;0;0.3;=;370;9;S2;0.3;139;6;3;3;7;8;4;4;41;115.8071518;805.5786133;2525.112305;707.1068115;94.33981323
422;P329;571444.96;6279398.18;0.3;0.7;=;50;9;E1;0.4;139;6;3;3;7;8;4;4;41;115.8071518;805.5786133;2525.112305;707.1068115;94.33981323
423;P328;571447.41;6279418.05;0;0.2;=;45;9;S2;0.2;139;6;3;3;7;8;4;4;41;96.89218903;809.5268555;2523.53125;692.026001;78.10249329
424;P328;571447.41;6279418.05;0.2;0.7;<;20;1;E1;0.5;139;6;3;3;7;8;4;4;41;96.89218903;809.5268555;2523.53125;692.026001;78.10249329
425;P327;571449.21;6279437.84;0;0.3;<;20;9;S2;0.3;139;6;3;3;7;8;4;4;41;78.51685333;813.9474487;2522.107422;676.239624;63.24555206
426;P327;571449.21;6279437.84;0.3;1.4;<;20;1;E1;1.1;139;6;3;3;7;8;4;4;41;78.51685333;813.9474487;2522.107422;676.239624;63.24555206
427;P327;571449.21;6279437.84;1.4;2.6;<;20;1;E2;1.2;139;6;3;3;7;8;4;4;41;78.51685333;813.9474487;2522.107422;676.239624;63.24555206
428;P326;571451.2;6279457.83;0;0.3;=;30;1;S2;0.3;139;6;3;3;7;8;4;4;41;61.16940689;818.8328857;2520.841797;660.6814575;44.72135925
429;P326;571451.2;6279457.83;0.3;1.3;<;20;1;E1;1;139;6;3;3;7;8;4;4;41;61.16940689;818.8328857;2520.841797;660.6814575;44.72135925
430;P325;571452.96;6279477.74;0;0.3;=;240;1;S2;0.3;139;6;3;2;7;7;4;3;41;39.12155914;833.7841797;2509.747314;638.9053345;22.36067963
431;P325;571452.96;6279477.74;0.3;0.9;<;20;1;E1;0.6;139;6;3;2;7;7;4;3;41;39.12155914;833.7841797;2509.747314;638.9053345;22.36067963
432;TM1;571456.96;6282570.17;0.5;1;<;20;1;E1;0.5;130.1228537;6;3;13;17;4;1;2;11;477.7289734;838.7132568;3878.933838;328.9376831;31.62277603
433;TM1;571456.96;6282570.17;0;0.5;<;20;1;E1;0.5;130.1228537;6;3;13;17;4;1;2;11;477.7289734;838.7132568;3878.933838;328.9376831;31.62277603
434;TM2;571459.38;6282551.28;0;0.5;=;100;9;E1;0.5;130.2756572;6;3;13;17;4;1;2;11;469.2208252;828.7720337;3863.691406;336.1547241;30
435;TM2;571459.38;6282551.28;0.5;1;<;20;1;E1;0.5;130.2756572;6;3;13;17;4;1;2;11;469.2208252;828.7720337;3863.691406;336.1547241;30
436;P306;571457.3;6279114.51;0;0.8;=;100;1;E1;0.8;139.6180058;6;3;3;7;8;4;4;41;296.9784241;628.6325684;2555.703613;916.7878418;10
437;P306;571457.3;6279114.51;0.8;1.4;<;20;1;E2;0.6;139.6180058;6;3;3;7;8;4;4;41;296.9784241;628.6325684;2555.703613;916.7878418;10
438;TM14;571466.57;6282536.24;0;0.5;=;25;1;E1;0.5;130.6328269;6;3;13;17;4;1;2;11;452.1541443;810.3815918;3841.987305;353.4119263;14.14213562
439;TM14;571466.57;6282536.24;0.5;1;<;20;1;E1;0.5;130.6328269;6;3;13;17;4;1;2;11;452.1541443;810.3815918;3841.987305;353.4119263;14.14213562
440;P311;571463.54;6279376.44;0;0.5;<;20;1;E1;0.5;139;6;3;3;7;8;4;4;41;131.3715973;821.8540649;2506.934326;707.1068115;100
441;P311;571463.54;6279376.44;0.5;1.5;<;20;1;E1;1;139;6;3;3;7;8;4;4;41;131.3715973;821.8540649;2506.934326;707.1068115;100
442;TM15;571469.28;6282516.44;0;0.5;<;20;9;E1;0.5;130.7164233;6;3;13;12;4;4;2;41;448.4584351;805.6859741;3834.391357;357.3513794;10
443;TM15;571469.28;6282516.44;0.5;1;<;20;1;E1;0.5;130.7164233;6;3;13;12;4;4;2;41;448.4584351;805.6859741;3834.391357;357.3513794;10
444;P310;571465.51;6279396.13;0;0.5;<;20;9;E1;0.5;139;6;3;3;7;8;4;4;41;121.4367981;823.4879761;2506.03833;700.0714111;92.1954422
445;P310;571465.51;6279396.13;0.5;1.5;<;20;1;E1;1;139;6;3;3;7;8;4;4;41;121.4367981;823.4879761;2506.03833;700.0714111;92.1954422
446;P303;571466.66;6279180.05;0;0.7;<;20;9;E1;0.7;139.0508295;6;3;3;7;8;4;4;41;272.2353821;684.506958;2533.091309;856.0373535;80
447;P303;571466.66;6279180.05;0.7;1.9;<;20;1;E2;1.2;139.0508295;6;3;3;7;8;4;4;41;272.2353821;684.506958;2533.091309;856.0373535;80
448;P309;571467.31;6279415.9;0;0.6;=;140;1;E1;0.6;139;6;3;3;7;8;4;4;41;101.6055908;827.1090088;2504.365234;685.9300537;76.1577301
449;P309;571467.31;6279415.9;0.6;2.5;=;35;1;E2;1.9;139;6;3;3;7;8;4;4;41;101.6055908;827.1090088;2504.365234;685.9300537;76.1577301
450;TM26;571471.29;6282495.62;0.5;1;=;20;1;E1;0.5;130.9672283;6;3;13;9;4;4;2;41;438.5541992;792.1898193;3811.670654;367.6955261;0
451;TM26;571471.29;6282495.62;0;0.5;=;45;1;E1;0.5;130.9672283;6;3;13;9;4;4;2;41;438.5541992;792.1898193;3811.670654;367.6955261;0
452;P302;571468.97;6279199.86;0;0.6;=;70;9;E1;0.6;139;6;3;3;7;8;4;4;41;258.6288757;702.2581787;2529.776367;840.2380371;98.4885788
453;P302;571468.97;6279199.86;0.6;1.6;<;20;1;E2;1;139;6;3;3;7;8;4;4;41;258.6288757;702.2581787;2529.776367;840.2380371;98.4885788
454;P308;571469.99;6279436.75;0;0.6;<;20;9;E1;0.6;139;6;3;3;7;8;4;4;41;72.03399658;833.411377;2502.153076;664.0029907;50
455;P308;571469.99;6279436.75;0.6;1.1;<;20;1;E1;0.5;139;6;3;3;7;8;4;4;41;72.03399658;833.411377;2502.153076;664.0029907;50
456;TM3;571474.41;6282557.14;0;0.5;<;20;1;E1;0.5;130.4078917;6;3;13;17;4;1;2;11;455.3686218;816.4039917;3858.388672;351.1409912;44.72135925
457;TM3;571474.41;6282557.14;0.5;1;<;20;1;E1;0.5;130.4078917;6;3;13;17;4;1;2;11;455.3686218;816.4039917;3858.388672;351.1409912;44.72135925
458;P301;571470.39;6279213.82;0;0.5;=;40;9;E1;0.5;139;6;3;3;7;8;4;4;41;252.1453857;711.1785278;2528.176758;832.4061279;107.7032928
459;P301;571470.39;6279213.82;0.5;1.6;<;20;1;E1;1.1;139;6;3;3;7;8;4;4;41;252.1453857;711.1785278;2528.176758;832.4061279;107.7032928
460;P307;571471.17;6279455.65;0;0.3;=;90;9;S2;0.3;139;6;3;3;7;8;4;4;41;62.26794052;835.7409058;2501.495361;656.0487671;42.42640686
461;P307;571471.17;6279455.65;0.3;0.7;<;20;1;E1;0.4;139;6;3;3;7;8;4;4;41;62.26794052;835.7409058;2501.495361;656.0487671;42.42640686
462;P300;571471.91;6279231.43;0;0.6;<;20;1;E1;0.6;139;6;3;3;7;8;4;4;41;231.8751678;724.7783813;2515.207031;810.5553589;130
463;P300;571471.91;6279231.43;0.6;2.3;<;20;1;E2;1.7;139;6;3;3;7;8;4;4;41;231.8751678;724.7783813;2515.207031;810.5553589;130
464;TM27;571476.15;6282476.53;0;0.5;=;40;9;E1;0.5;131;6;3;13;12;4;4;2;41;426.0673523;778.850647;3797.564453;380.7886658;10
465;TM27;571476.15;6282476.53;0.5;1;<;20;1;E1;0.5;131;6;3;13;12;4;4;2;41;426.0673523;778.850647;3797.564453;380.7886658;10
466;P299;571474.05;6279252.98;0;0.7;=;20;1;E1;0.7;139;6;3;3;7;8;4;4;41;220.3245239;742.9135742;2512.266357;795.1100464;148.6606903
467;P299;571474.05;6279252.98;0.7;1.6;<;20;1;E2;0.9;139;6;3;3;7;8;4;4;41;220.3245239;742.9135742;2512.266357;795.1100464;148.6606903
468;P298;571476.4;6279274.25;0;0.7;<;20;1;E1;0.7;139;6;3;3;7;8;4;4;41;210.0468903;761.1421509;2509.481934;779.8717651;167.6305389
469;P298;571476.4;6279274.25;0.7;1.6;<;20;1;E2;0.9;139;6;3;3;7;8;4;4;41;210.0468903;761.1421509;2509.481934;779.8717651;167.6305389
470;P288;571478.29;6279112.44;0;0.5;<;20;9;E1;0.5;139.2179967;6;3;3;7;8;4;4;41;316.8914185;618.3873901;2536.092529;904.2676392;10
471;P288;571478.29;6279112.44;0.5;1.5;<;20;1;E1;1;139.2179967;6;3;3;7;8;4;4;41;316.8914185;618.3873901;2536.092529;904.2676392;10
472;P297;571478.98;6279294.91;0;0.6;=;120;1;E1;0.6;139;6;3;3;7;8;4;4;41;201.2374115;779.4575806;2506.85376;764.8529053;172.0465088
473;P297;571478.98;6279294.91;0.6;1.4;<;20;1;E1;0.8;139;6;3;3;7;8;4;4;41;201.2374115;779.4575806;2506.85376;764.8529053;172.0465088
474;P294;571481.14;6279354.34;0;0.5;=;80;1;E1;0.5;139;6;3;3;7;8;4;4;41;160.640274;827.5934448;2499.91333;721.2489014;120.8304596
475;P294;571481.14;6279354.34;0.5;1.5;<;20;1;E1;1;139;6;3;3;7;8;4;4;41;160.640274;827.5934448;2499.91333;721.2489014;120.8304596
476;P296;571481.3;6279314.07;0;0.6;=;20;9;E1;0.6;139;6;3;3;7;8;4;4;41;194.0960999;797.8539429;2504.382813;750.0666504;156.2049866
477;P296;571481.3;6279314.07;0.6;1.1;=;20;9;E1;0.5;139;6;3;3;7;8;4;4;41;194.0960999;797.8539429;2504.382813;750.0666504;156.2049866
478;P292;571481.59;6279392.5;0;0.5;<;20;1;E1;0.5;139;6;3;3;7;8;4;4;41;120.6602554;833.3453369;2496.076904;692.9646606;86.02325439
479;P292;571481.59;6279392.5;0.5;1.3;<;20;1;E1;0.8;139;6;3;3;7;8;4;4;41;120.6602554;833.3453369;2496.076904;692.9646606;86.02325439
480;TM37;571486.68;6282457.63;0.5;1;=;70;9;E1;0.5;131;6;3;13;12;4;4;2;41;411.1065369;761.3563232;3775.904053;398.120575;10
481;TM37;571486.68;6282457.63;0;0.5;=;180;9;E1;0.5;131;6;3;13;12;4;4;2;41;411.1065369;761.3563232;3775.904053;398.120575;10
482;P285;571484.42;6279173.28;0;0.5;=;400;1;E1;0.5;139.0057887;6;3;3;7;8;4;4;41;265.7963562;666.4572754;2515.111816;851.4692993;70
483;P285;571484.42;6279173.28;0.5;0.9;=;7500;9;E1;0.4;139.0057887;6;3;3;7;8;4;4;41;265.7963562;666.4572754;2515.111816;851.4692993;70
484;P285;571484.42;6279173.28;0.9;1.5;=;40;1;E2;0.6;139.0057887;6;3;3;7;8;4;4;41;265.7963562;666.4572754;2515.111816;851.4692993;70
485;P285;571484.42;6279173.28;1.5;2.4;<;20;1;E2;0.9;139.0057887;6;3;3;7;8;4;4;41;265.7963562;666.4572754;2515.111816;851.4692993;70
486;P293;571485.03;6279375.45;0;0.5;<;20;1;E1;0.5;139;6;3;3;7;8;4;4;41;140.6914978;840.1307373;2487.962158;700.0714111;98.4885788
487;P293;571485.03;6279375.45;0.5;1.5;=;35;9;E1;1;139;6;3;3;7;8;4;4;41;140.6914978;840.1307373;2487.962158;700.0714111;98.4885788
488;TM2;571486.97;6280612.89;0;0.3;=;25;1;S2;0.3;133.4480458;7;4;2;2;7;3;3;31;171.74823;1233.658813;2670.842041;36.05551147;30
489;TM25;571490.17;6282493.86;0.5;1;<;20;1;E1;0.5;130.998589;6;3;13;12;4;4;2;41;419.5161133;774.2277832;3798.601807;386.2641602;20
490;TM25;571490.17;6282493.86;0;0.5;=;150;9;E1;0.5;130.998589;6;3;13;12;4;4;2;41;419.5161133;774.2277832;3798.601807;386.2641602;20
491;P284;571486.55;6279193.48;0;0.8;<;20;9;E1;0.8;139;6;3;3;7;8;4;4;41;251.0467987;684.3845215;2511.693604;836.0023804;90
492;P284;571486.55;6279193.48;0.8;1.6;<;20;1;E2;0.8;139;6;3;3;7;8;4;4;41;251.0467987;684.3845215;2511.693604;836.0023804;90
493;TM13;571490.73;6282535.81;0;0.5;<;20;1;E1;0.5;130.9841887;6;3;13;17;4;1;2;11;433.7134705;792.8318481;3829.021973;371.6180725;31.62277603
494;TM13;571490.73;6282535.81;0.5;1;<;20;1;E1;0.5;130.9841887;6;3;13;17;4;1;2;11;433.7134705;792.8318481;3829.021973;371.6180725;31.62277603
495;P291;571487.21;6279413.85;0;0.5;=;30;9;E1;0.5;139;6;3;3;7;8;4;4;41;100.7357788;846.7427368;2484.429443;671.7886353;64.03124237
496;P291;571487.21;6279413.85;0.5;1.3;=;25;9;E1;0.8;139;6;3;3;7;8;4;4;41;100.7357788;846.7427368;2484.429443;671.7886353;64.03124237
497;P283;571488.35;6279213.07;0;0.7;<;20;9;E1;0.7;139;6;3;3;7;8;4;4;41;237.0681305;702.423645;2508.429932;820.0609741;110
498;P283;571488.35;6279213.07;1.1;1.7;<;20;1;E2;0.6;139;6;3;3;7;8;4;4;41;237.0681305;702.423645;2508.429932;820.0609741;110
499;TM1;571490.06;6280619.55;0;0.3;=;50;1;S2;0.3;133.2624399;7;4;2;2;7;3;3;31;161.7586365;1234.529297;2674.60376;42.42640686;31.62277603
500;TM16;571492.44;6282515.7;0.5;1;=;35;1;E1;0.5;131;6;3;13;17;4;1;2;11;416.8723755;774.4917603;3807.304199;388.9729919;36.05551147
501;TM16;571492.44;6282515.7;0;0.5;<;20;1;E1;0.5;131;6;3;13;17;4;1;2;11;416.8723755;774.4917603;3807.304199;388.9729919;36.05551147
502;TM4;571492.49;6282555.8;0;0.5;=;750;9;E1;0.5;130.7216042;6;3;13;17;4;1;2;11;433.0083008;794.0976563;3837.86377;373.3630981;50
503;TM4;571492.49;6282555.8;0.5;1;<;20;1;E1;0.5;130.7216042;6;3;13;17;4;1;2;11;433.0083008;794.0976563;3837.86377;373.3630981;50
504;P290;571488.9;6279434.3;0;0.5;=;200;9;E1;0.5;139;6;3;3;7;8;4;4;41;80.77435303;850.7350464;2482.902832;657.6473389;50
505;P290;571488.9;6279434.3;0.5;1.4;<;20;1;E1;0.9;139;6;3;3;7;8;4;4;41;80.77435303;850.7350464;2482.902832;657.6473389;50
506;P289;571489.35;6279453.22;0;0.4;<;20;9;S2;0.4;139;6;3;3;7;8;4;4;41;60.83827972;855.1765137;2481.536377;643.5060425;31.62277603
507;SB5;571493.71;6282461.99;1;2;<;20;9;E2;1;131.0949292;6;3;13;12;4;4;2;41;401.4231873;752.2602539;3769.353027;407.1854553;20
508;P282;571490.04;6279233.12;0.6;1.5;<;20;1;E1;0.9;139;6;3;3;7;8;4;4;41;224.0046844;720.5662842;2505.322021;804.3009644;130
509;P282;571490.04;6279233.12;0;0.6;<;20;1;E1;0.6;139;6;3;3;7;8;4;4;41;224.0046844;720.5662842;2505.322021;804.3009644;130
510;TM4;571491.76;6280601.64;0;0.3;=;20;1;S2;0.3;133.8529357;7;4;2;2;7;3;3;31;182.4309692;1222.897339;2657.830078;36.05551147;22.36067963
511;TM28;571494.11;6282474.26;0.5;1;=;65;9;E1;0.5;131.0585298;6;3;13;12;4;4;2;41;404.0655518;756.4945068;3776.920898;403.1128845;22.36067963
512;TM28;571494.11;6282474.26;0;0.5;=;190;9;E1;0.5;131.0585298;6;3;13;12;4;4;2;41;404.0655518;756.4945068;3776.920898;403.1128845;22.36067963
513;P281;571492;6279252.94;0;0.5;<;20;9;E1;0.5;139;6;3;3;7;8;4;4;41;203.8796082;734.8092041;2492.474121;782.4321289;150
514;P281;571492;6279252.94;0.5;2;<;20;1;E2;1.5;139;6;3;3;7;8;4;4;41;203.8796082;734.8092041;2492.474121;782.4321289;150
515;TM3;571494.14;6280612.28;0;0.3;=;40;1;S2;0.3;133.6165305;7;4;2;2;7;3;3;31;172.4803009;1223.693726;2661.572754;42.42640686;20
516;TM38;571497.42;6282442.99;0.5;1;<;20;1;E1;0.5;131.1677308;6;3;13;12;4;4;2;41;396.8422546;744.1227417;3754.251709;414.3669739;10
517;TM38;571497.42;6282442.99;0;0.5;<;20;1;E1;0.5;131.1677308;6;3;13;12;4;4;2;41;396.8422546;744.1227417;3754.251709;414.3669739;10
518;P280;571493.71;6279272.96;0;0.7;<;20;1;E1;0.7;139;6;3;3;7;8;4;4;41;192.727005;753.2339478;2489.667236;766.9419556;170
519;P280;571493.71;6279272.96;0.7;2;<;20;1;E2;1.3;139;6;3;3;7;8;4;4;41;192.727005;753.2339478;2489.667236;766.9419556;170
520;TM5;571497.07;6280598.86;0;0.3;=;35;1;S2;0.3;133.8529357;7;4;2;2;7;3;3;31;182.4309692;1222.897339;2657.830078;36.05551147;22.36067963
521;P279;571495.93;6279292.82;0;0.5;<;20;1;E1;0.5;139;6;3;3;7;8;4;4;41;183.0860291;771.7370605;2487.018311;751.6647949;161.2451477
522;P279;571495.93;6279292.82;0.5;1.7;<;20;1;E2;1.2;139;6;3;3;7;8;4;4;41;183.0860291;771.7370605;2487.018311;751.6647949;161.2451477
523;TM6;571498.4;6280590.79;0;0.3;=;25;1;S2;0.3;134.089332;7;4;2;2;7;3;3;31;192.386734;1222.182251;2654.119873;28.28427124;28.28427124
524;P278;571497.61;6279312.76;0;0.5;=;100;9;E1;0.5;139;6;3;3;7;8;4;4;41;175.2064362;790.3131714;2484.527588;736.6138916;144.2220459
525;P278;571497.61;6279312.76;0.5;1.7;<;20;1;E2;1.2;139;6;3;3;7;8;4;4;41;175.2064362;790.3131714;2484.527588;736.6138916;144.2220459
526;P271;571498.78;6279111.63;0;0.5;<;20;1;E1;0.5;139;6;3;3;7;8;4;4;41;308.1059875;608.6270752;2516.487549;892.0202026;10
527;P271;571498.78;6279111.63;0.5;1.4;<;20;1;E1;0.9;139;6;3;3;7;8;4;4;41;308.1059875;608.6270752;2516.487549;892.0202026;10
528;P277;571499.6;6279332.61;0;0.5;=;160;9;E1;0.5;139;6;3;3;7;8;4;4;41;169.3342743;808.9572144;2482.195313;721.8032837;128.0624847
529;P277;571499.6;6279332.61;0.5;1.4;<;20;1;E1;0.9;139;6;3;3;7;8;4;4;41;169.3342743;808.9572144;2482.195313;721.8032837;128.0624847
530;SB4;571504.02;6282463.17;0;1;=;100;1;E1;1;131.1992553;6;3;13;12;4;4;2;41;391.7557678;743.1873779;3762.817383;416.2931519;28.28427124
531;SB4;571504.02;6282463.17;1;2;=;70;1;E2;1;131.1992553;6;3;13;12;4;4;2;41;391.7557678;743.1873779;3762.817383;416.2931519;28.28427124
532;SB4;571504.02;6282463.17;2;3;=;250;9;E3;1;131.1992553;6;3;13;12;4;4;2;41;391.7557678;743.1873779;3762.817383;416.2931519;28.28427124
533;P276;571501.59;6279352.47;0;0.5;<;20;9;E1;0.5;139;6;3;3;7;8;4;4;41;161.335968;827.6644897;2480.022217;707.2481689;111.8033981
534;P276;571501.59;6279352.47;0.7;1.5;<;20;1;E2;0.8;139;6;3;3;7;8;4;4;41;161.335968;827.6644897;2480.022217;707.2481689;111.8033981
535;P275;571501.78;6279371.92;0;0.5;<;20;1;E1;0.5;139;6;3;3;7;8;4;4;41;140.1378479;843.06427;2468.055908;685.9300537;89.44271851
536;P275;571501.78;6279371.92;0.5;1.5;<;20;1;E1;1;139;6;3;3;7;8;4;4;41;140.1378479;843.06427;2468.055908;685.9300537;89.44271851
537;P269;571502.4;6279151.52;0;0.5;<;20;1;E1;0.5;139;6;3;3;7;8;4;4;41;269.2487488;639.6659546;2499.022705;854.2833252;50
538;P269;571502.4;6279151.52;0.5;1.4;<;20;1;E1;0.9;139;6;3;3;7;8;4;4;41;269.2487488;639.6659546;2499.022705;854.2833252;50
539;F34;571507.42;6282455.46;0.5;2;=;20;9;E2;1.5;131.2756572;6;3;13;12;4;4;2;41;389.2867432;739.0122681;3755.247803;420.4759216;20
540;P274;571503.95;6279392.6;0;0.5;=;25;1;E1;0.5;139;6;3;3;7;8;4;4;41;121.3895264;861.9594727;2466.194824;671.7886353;72.11102295
541;P274;571503.95;6279392.6;0.5;1.5;<;20;1;E1;1;139;6;3;3;7;8;4;4;41;121.3895264;861.9594727;2466.194824;671.7886353;72.11102295
542;P268;571504.34;6279171.53;0;0.5;<;20;1;E1;0.5;139;6;3;3;7;8;4;4;41;253.1238708;657.71521;2495.422119;838.6894531;70
543;P268;571504.34;6279171.53;0.5;1.5;<;20;1;E1;1;139;6;3;3;7;8;4;4;41;253.1238708;657.71521;2495.422119;838.6894531;70
544;TM12;571510.23;6282536.79;0.5;1;<;20;1;E1;0.5;130.9216012;6;3;13;17;4;1;2;11;419.6424255;780.4067383;3823.775879;386.2641602;53.85164642
545;TM12;571510.23;6282536.79;0;0.5;<;20;9;E1;0.5;130.9216012;6;3;13;17;4;1;2;11;419.6424255;780.4067383;3823.775879;386.2641602;53.85164642
546;F7;571510.56;6282514.42;0;0.5;=;750;9;E1;0.5;131;6;3;13;12;4;4;2;41;407.5715637;765.682373;3800.83374;398.120575;44.72135925
547;F7;571510.56;6282514.42;1.5;2.8;=;50;1;E3;1.3;131;6;3;13;12;4;4;2;41;407.5715637;765.682373;3800.83374;398.120575;44.72135925
548;P267;571506.73;6279186.09;0;0.5;<;20;1;E1;0.5;139;6;3;3;7;8;4;4;41;245.2755585;666.7816162;2493.679932;830.9633179;80
549;P267;571506.73;6279186.09;0.5;1.5;<;20;9;E1;1;139;6;3;3;7;8;4;4;41;245.2755585;666.7816162;2493.679932;830.9633179;80
550;TM36;571510.94;6282454.65;0;0.5;=;910;9;E1;0.5;131.2756572;6;3;13;12;4;4;2;41;389.2867432;739.0122681;3755.247803;420.4759216;20
551;TM36;571510.94;6282454.65;0.5;1;=;85;9;E1;0.5;131.2756572;6;3;13;12;4;4;2;41;389.2867432;739.0122681;3755.247803;420.4759216;20
552;P273;571507.29;6279412.27;0;0.5;=;20;1;E1;0.5;139;6;3;3;7;8;4;4;41;103.1126404;866.3932495;2464.494385;657.6473389;53.85164642
553;P273;571507.29;6279412.27;0.5;1.1;<;20;1;E1;0.6;139;6;3;3;7;8;4;4;41;103.1126404;866.3932495;2464.494385;657.6473389;53.85164642
554;P273;571507.29;6279412.27;1.1;3.5;<;20;1;E3;2.4;139;6;3;3;7;8;4;4;41;103.1126404;866.3932495;2464.494385;657.6473389;53.85164642
555;TM29;571511.38;6282474.45;0;0.5;=;110;9;E1;0.5;131.1228537;6;3;13;12;4;4;2;41;394.4628906;747.4730225;3770.398438;412.3105774;31.62277603
556;TM29;571511.38;6282474.45;0.5;1;=;40;1;E1;0.5;131.1228537;6;3;13;12;4;4;2;41;394.4628906;747.4730225;3770.398438;412.3105774;31.62277603
557;TM5;571511.77;6282554.26;0.5;1;<;20;1;E1;0.5;130.7216042;6;3;13;17;4;1;2;11;415.1628418;776.9524536;3825.041504;392.1734314;67.08203888
558;TM5;571511.77;6282554.26;0;0.5;<;20;1;E1;0.5;130.7216042;6;3;13;17;4;1;2;11;415.1628418;776.9524536;3825.041504;392.1734314;67.08203888
559;TM17;571512.04;6282515.36;0.5;1;=;170;9;E1;0.5;131;6;3;13;12;4;4;2;41;398.3046265;756.9025879;3794.378662;407.1854553;53.85164642
560;TM17;571512.04;6282515.36;0;0.5;=;700;9;E1;0.5;131;6;3;13;12;4;4;2;41;398.3046265;756.9025879;3794.378662;407.1854553;53.85164642
561;P266;571508.26;6279211.49;0;0.5;<;20;9;E1;0.5;139;6;3;3;7;8;4;4;41;222.7673645;694.1346436;2488.6875;808.0222778;110
562;P266;571508.26;6279211.49;0.5;1.5;<;20;1;E1;1;139;6;3;3;7;8;4;4;41;222.7673645;694.1346436;2488.6875;808.0222778;110
563;TM24;571512.62;6282493.74;0;0.5;=;2500;9;E1;0.5;131;6;3;13;12;4;4;2;41;391.1390686;747.4788818;3779.112549;414.3669739;50
564;TM24;571512.62;6282493.74;0.5;1;=;440;9;E1;0.5;131;6;3;13;12;4;4;2;41;391.1390686;747.4788818;3779.112549;414.3669739;50
565;P272;571508.98;6279432.14;0;0.8;=;30;9;E1;0.8;139;6;3;3;7;8;4;4;41;84.54878235;870.2954102;2462.955566;643.5060425;36.05551147
